.artifacts/analysis-2025/01-SCAN-RESULTS.md → .cursor/ai-driven-workflow/ | reference | References .cursor/ai-driven-workflow/
project_generator/tests/test_integration/test_generation_flow.py → project_generator/core/generator.py | import | Imports project_generator.core.generator
project_generator/tests/test_unit/test_generator.py → project_generator/core/generator.py | import | Imports project_generator.core.generator
project_generator/tests/test_unit/test_generator.py → project_generator/core/validator.py | import | Imports project_generator.core.validator
project_generator/tests/test_unit/test_validator.py → project_generator/core/validator.py | import | Imports project_generator.core.validator
project_generator/tests/test_validation.py → project_generator/core/validator.py | import | Imports project_generator.core.validator
protocol-system-evaluation-prompt.md → .cursor/ai-driven-workflow/00-generate-rules.md | reference | References .cursor/ai-driven-workflow/00-generate-rules.md
protocol-system-evaluation-prompt.md → .cursor/ai-driven-workflow/00-project-bootstrap-and-context-engineering.md | reference | References .cursor/ai-driven-workflow/00-project-bootstrap-and-context-engineering.md
protocol-system-evaluation-prompt.md → .cursor/ai-driven-workflow/01-client-proposal-generation.md | reference | References .cursor/ai-driven-workflow/01-client-proposal-generation.md
protocol-system-evaluation-prompt.md → .cursor/ai-driven-workflow/01-project-brief-creation.md | reference | References .cursor/ai-driven-workflow/01-project-brief-creation.md
protocol-system-evaluation-prompt.md → .cursor/ai-driven-workflow/02-client-discovery-initiation.md | reference | References .cursor/ai-driven-workflow/02-client-discovery-initiation.md
protocol-system-evaluation-prompt.md → .cursor/ai-driven-workflow/1-create-prd.md | reference | References .cursor/ai-driven-workflow/1-create-prd.md
protocol-system-evaluation-prompt.md → .cursor/ai-driven-workflow/10-pre-deployment-staging.md | reference | References .cursor/ai-driven-workflow/10-pre-deployment-staging.md
protocol-system-evaluation-prompt.md → .cursor/ai-driven-workflow/11-production-deployment.md | reference | References .cursor/ai-driven-workflow/11-production-deployment.md
protocol-system-evaluation-prompt.md → .cursor/ai-driven-workflow/12-monitoring-observability.md | reference | References .cursor/ai-driven-workflow/12-monitoring-observability.md
protocol-system-evaluation-prompt.md → .cursor/ai-driven-workflow/13-incident-response-rollback.md | reference | References .cursor/ai-driven-workflow/13-incident-response-rollback.md
protocol-system-evaluation-prompt.md → .cursor/ai-driven-workflow/14-performance-optimization.md | reference | References .cursor/ai-driven-workflow/14-performance-optimization.md
protocol-system-evaluation-prompt.md → .cursor/ai-driven-workflow/15-uat-coordination.md | reference | References .cursor/ai-driven-workflow/15-uat-coordination.md
protocol-system-evaluation-prompt.md → .cursor/ai-driven-workflow/16-documentation-knowledge-transfer.md | reference | References .cursor/ai-driven-workflow/16-documentation-knowledge-transfer.md
protocol-system-evaluation-prompt.md → .cursor/ai-driven-workflow/17-project-closure.md | reference | References .cursor/ai-driven-workflow/17-project-closure.md
protocol-system-evaluation-prompt.md → .cursor/ai-driven-workflow/18-maintenance-support.md | reference | References .cursor/ai-driven-workflow/18-maintenance-support.md
protocol-system-evaluation-prompt.md → .cursor/ai-driven-workflow/2-generate-tasks.md | reference | References .cursor/ai-driven-workflow/2-generate-tasks.md
protocol-system-evaluation-prompt.md → .cursor/ai-driven-workflow/3-process-tasks.md | reference | References .cursor/ai-driven-workflow/3-process-tasks.md
protocol-system-evaluation-prompt.md → .cursor/ai-driven-workflow/4-quality-audit.md | reference | References .cursor/ai-driven-workflow/4-quality-audit.md
protocol-system-evaluation-prompt.md → .cursor/ai-driven-workflow/5-implementation-retrospective.md | reference | References .cursor/ai-driven-workflow/5-implementation-retrospective.md
protocol-system-evaluation-prompt.md → .cursor/ai-driven-workflow/6-technical-design-architecture.md | reference | References .cursor/ai-driven-workflow/6-technical-design-architecture.md
protocol-system-evaluation-prompt.md → .cursor/ai-driven-workflow/7-environment-setup-validation.md | reference | References .cursor/ai-driven-workflow/7-environment-setup-validation.md
protocol-system-evaluation-prompt.md → .cursor/ai-driven-workflow/8-script-governance-protocol.md | reference | References .cursor/ai-driven-workflow/8-script-governance-protocol.md
protocol-system-evaluation-prompt.md → .cursor/ai-driven-workflow/9-integration-testing.md | reference | References .cursor/ai-driven-workflow/9-integration-testing.md
protocol-system-evaluation-prompt.md → .cursor/ai-driven-workflow/AGENTS.md | reference | References .cursor/ai-driven-workflow/AGENTS.md
protocol-system-evaluation-prompt.md → .cursor/ai-driven-workflow/README.md | reference | References .cursor/ai-driven-workflow/README.md
protocol-system-evaluation-prompt.md → .cursor/commands/AGENTS.md | reference | References .cursor/commands/AGENTS.md
protocol-system-evaluation-prompt.md → .cursor/commands/elaborate.md | reference | References .cursor/commands/elaborate.md
protocol-system-evaluation-prompt.md → ai-driven-workflow/00-generate-rules.md | reference | References ai-driven-workflow/00-generate-rules.md
protocol-system-evaluation-prompt.md → ai-driven-workflow/00-project-bootstrap-and-context-engineering.md | reference | References ai-driven-workflow/00-project-bootstrap-and-context-engineering.md
protocol-system-evaluation-prompt.md → ai-driven-workflow/01-client-proposal-generation.md | reference | References ai-driven-workflow/01-client-proposal-generation.md
protocol-system-evaluation-prompt.md → ai-driven-workflow/01-project-brief-creation.md | reference | References ai-driven-workflow/01-project-brief-creation.md
protocol-system-evaluation-prompt.md → ai-driven-workflow/02-client-discovery-initiation.md | reference | References ai-driven-workflow/02-client-discovery-initiation.md
protocol-system-evaluation-prompt.md → ai-driven-workflow/1-create-prd.md | reference | References ai-driven-workflow/1-create-prd.md
protocol-system-evaluation-prompt.md → ai-driven-workflow/10-pre-deployment-staging.md | reference | References ai-driven-workflow/10-pre-deployment-staging.md
protocol-system-evaluation-prompt.md → ai-driven-workflow/11-production-deployment.md | reference | References ai-driven-workflow/11-production-deployment.md
protocol-system-evaluation-prompt.md → ai-driven-workflow/12-monitoring-observability.md | reference | References ai-driven-workflow/12-monitoring-observability.md
protocol-system-evaluation-prompt.md → ai-driven-workflow/13-incident-response-rollback.md | reference | References ai-driven-workflow/13-incident-response-rollback.md
protocol-system-evaluation-prompt.md → ai-driven-workflow/14-performance-optimization.md | reference | References ai-driven-workflow/14-performance-optimization.md
protocol-system-evaluation-prompt.md → ai-driven-workflow/15-uat-coordination.md | reference | References ai-driven-workflow/15-uat-coordination.md
protocol-system-evaluation-prompt.md → ai-driven-workflow/16-documentation-knowledge-transfer.md | reference | References ai-driven-workflow/16-documentation-knowledge-transfer.md
protocol-system-evaluation-prompt.md → ai-driven-workflow/17-project-closure.md | reference | References ai-driven-workflow/17-project-closure.md
protocol-system-evaluation-prompt.md → ai-driven-workflow/18-maintenance-support.md | reference | References ai-driven-workflow/18-maintenance-support.md
protocol-system-evaluation-prompt.md → ai-driven-workflow/2-generate-tasks.md | reference | References ai-driven-workflow/2-generate-tasks.md
protocol-system-evaluation-prompt.md → ai-driven-workflow/3-process-tasks.md | reference | References ai-driven-workflow/3-process-tasks.md
protocol-system-evaluation-prompt.md → ai-driven-workflow/4-quality-audit.md | reference | References ai-driven-workflow/4-quality-audit.md
protocol-system-evaluation-prompt.md → ai-driven-workflow/5-implementation-retrospective.md | reference | References ai-driven-workflow/5-implementation-retrospective.md
protocol-system-evaluation-prompt.md → ai-driven-workflow/6-technical-design-architecture.md | reference | References ai-driven-workflow/6-technical-design-architecture.md
protocol-system-evaluation-prompt.md → ai-driven-workflow/7-environment-setup-validation.md | reference | References ai-driven-workflow/7-environment-setup-validation.md
protocol-system-evaluation-prompt.md → ai-driven-workflow/8-script-governance-protocol.md | reference | References ai-driven-workflow/8-script-governance-protocol.md
protocol-system-evaluation-prompt.md → ai-driven-workflow/9-integration-testing.md | reference | References ai-driven-workflow/9-integration-testing.md
protocol-system-evaluation-prompt.md → ai-driven-workflow/AGENTS.md | reference | References ai-driven-workflow/AGENTS.md
protocol-system-evaluation-prompt.md → ai-driven-workflow/README.md | reference | References ai-driven-workflow/README.md
sample-pr-comparison.md → scripts/compare_pull_requests.py | call | Executes scripts/compare_pull_requests.py
scripts/AUDIT-SUMMARY.md → protocol_execution.py | reference | Mentions protocol protocol_execution.py
scripts/AUDIT-SUMMARY.md → protocol_handoffs.py | reference | Mentions protocol protocol_handoffs.py
scripts/AUDIT-SUMMARY.md → protocol_steps.py | reference | Mentions protocol protocol_steps.py
scripts/README.md → .cursor/ai-driven-workflow/review-protocols/ | reference | References .cursor/ai-driven-workflow/review-protocols/
scripts/README.md → ai-driven-workflow/review-protocols/ | reference | References ai-driven-workflow/review-protocols/
scripts/README.md → protocol_execution.py | reference | Mentions protocol protocol_execution.py
scripts/README.md → protocol_handoffs.py | reference | Mentions protocol protocol_handoffs.py
scripts/README.md → protocol_loader.py | reference | Mentions protocol protocol_loader.py
scripts/README.md → protocol_sequence.py | reference | Mentions protocol protocol_sequence.py
scripts/README.md → protocol_steps.py | reference | Mentions protocol protocol_steps.py
scripts/README.md → scripts/aggregate_coverage.py | call | Executes scripts/aggregate_coverage.py
scripts/README.md → scripts/ai_executor.py | call | Executes scripts/ai_executor.py
scripts/README.md → scripts/analyze_project_rules.py | call | Executes scripts/analyze_project_rules.py
